employee_id,employee_name,team,role_level,week_start,total_hours_worked,overtime_hours_week,after_hours_min_week,meetings_count_week,tasks_completed_week,pto_days_week,days_worked_week,weekend_work_days,busy_period_share,baseline_hours,baseline_after_hrs,baseline_pto,workload_trend_4w,hours_vs_baseline,after_hrs_vs_baseline,pto_vs_baseline
ENG_0058,Employee_0058,Backend,Mid,2025-10-13,43.78,3.78,289,15,21,0.0,5,0,0.0,45.099999999999994,402.0,0.0,44.86,-1.32,-113.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-10-20,36.75,4.75,240,11,21,1.0,4,0,0.0,45.099999999999994,402.0,0.0,42.44,-8.35,-162.0,1.0
ENG_0058,Employee_0058,Backend,Mid,2025-10-27,45.61,5.62,365,14,22,0.0,5,0,0.0,45.099999999999994,402.0,0.0,42.66,0.51,-37.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-11-03,46.44,6.44,365,9,23,0.0,5,0,0.0,45.099999999999994,402.0,0.0,43.14,1.34,-37.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-11-10,43.790000000000006,3.79,354,25,20,0.0,5,0,0.0,45.099999999999994,402.0,0.0,43.15,-1.31,-48.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-11-17,57.07,17.07,510,11,36,0.0,5,0,1.0,45.099999999999994,402.0,0.0,48.23,11.97,108.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-11-24,46.519999999999996,6.52,408,19,27,0.0,5,0,0.0,45.099999999999994,402.0,0.0,48.46,1.42,6.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-12-01,45.15,5.15,269,9,27,0.0,5,0,0.0,45.099999999999994,402.0,0.0,48.13,0.05,-133.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-12-08,57.42,17.42,555,16,19,0.0,5,0,1.0,45.099999999999994,402.0,0.0,51.54,12.32,153.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-12-15,44.730000000000004,4.78,281,11,36,0.0,5,0,0.0,45.099999999999994,402.0,0.0,48.46,-0.37,-121.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-12-22,57.37,17.37,617,20,26,0.0,5,0,1.0,45.099999999999994,402.0,0.0,51.17,12.27,215.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2025-12-29,43.78,3.78,324,10,27,0.0,5,0,0.0,45.099999999999994,402.0,0.0,50.82,-1.32,-78.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2026-01-05,44.95,4.95,306,10,30,0.0,5,0,0.0,45.099999999999994,402.0,0.0,47.71,-0.15,-96.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2026-01-12,44.65,4.65,294,7,21,0.0,5,0,0.0,45.099999999999994,402.0,0.0,47.69,-0.45,-108.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2026-01-19,56.849999999999994,16.85,503,18,19,0.0,5,0,1.0,45.099999999999994,402.0,0.0,47.56,11.75,101.0,0.0
ENG_0058,Employee_0058,Backend,Mid,2026-01-26,46.75,6.75,338,19,19,0.0,5,0,0.0,45.099999999999994,402.0,0.0,48.3,1.65,-64.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-06-30,44.620000000000005,12.62,183,21,25,0.0,4,0,1.0,45.165,162.0,0.0,44.62,-0.54,21.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-07-07,43.84,3.84,75,14,29,0.0,5,0,0.0,45.165,162.0,0.0,44.23,-1.32,-87.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-07-14,60.370000000000005,14.04,224,31,26,0.0,6,1,1.0,45.165,162.0,0.0,49.61,15.21,62.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-07-21,44.92,4.92,141,25,26,0.0,5,0,0.0,45.165,162.0,0.0,48.44,-0.24,-21.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-07-28,45.41,5.41,115,13,33,0.0,5,0,0.0,45.165,162.0,0.0,48.64,0.24,-47.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-08-04,44.8,4.8,109,19,29,0.0,5,0,0.0,45.165,162.0,0.0,48.88,-0.37,-53.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-08-11,55.85,15.85,245,23,22,0.0,5,0,1.0,45.165,162.0,0.0,47.74,10.69,83.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-08-18,56.650000000000006,16.65,302,24,34,0.0,5,0,1.0,45.165,162.0,0.0,50.68,11.49,140.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-08-25,45.620000000000005,5.62,161,23,32,0.0,5,0,0.0,45.165,162.0,0.0,50.73,0.46,-1.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-09-01,44.81,4.81,73,10,29,0.0,5,0,0.0,45.165,162.0,0.0,50.73,-0.35,-89.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-09-08,44.94,4.94,136,17,19,0.0,5,0,0.0,45.165,162.0,0.0,48.0,-0.23,-26.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-09-15,44.989999999999995,4.99,110,21,24,0.0,5,0,0.0,45.165,162.0,0.0,45.09,-0.18,-52.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-09-22,26.78,2.78,96,11,15,2.0,3,0,0.0,45.165,162.0,0.0,40.38,-18.38,-66.0,2.0
ENG_0059,Employee_0059,Platform,Senior,2025-09-29,45.27,5.27,204,12,31,0.0,5,0,0.0,45.165,162.0,0.0,40.5,0.11,42.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-10-06,36.77,4.77,104,22,22,1.0,4,0,0.0,45.165,162.0,0.0,38.45,-8.39,-58.0,1.0
ENG_0059,Employee_0059,Platform,Senior,2025-10-13,45.83,5.83,127,20,24,0.0,5,0,0.0,45.165,162.0,0.0,38.66,0.66,-35.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-10-20,56.31,16.31,326,26,19,0.0,5,0,1.0,45.165,162.0,0.0,46.04,11.15,164.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-10-27,56.81,16.81,320,15,28,0.0,5,0,1.0,45.165,162.0,0.0,48.93,11.65,158.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-11-03,43.3,3.3,96,23,32,0.0,5,0,0.0,45.165,162.0,0.0,50.56,-1.87,-66.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-11-10,60.839999999999996,13.8,282,22,20,0.0,6,1,1.0,45.165,162.0,0.0,54.32,15.67,120.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-11-17,44.21,4.21,108,16,25,0.0,5,0,0.0,45.165,162.0,0.0,51.29,-0.95,-54.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-11-24,35.38,3.38,77,12,27,1.0,4,0,0.0,45.165,162.0,0.0,45.93,-9.78,-85.0,1.0
ENG_0059,Employee_0059,Platform,Senior,2025-12-01,57.56,17.56,262,31,30,0.0,5,0,1.0,45.165,162.0,0.0,49.5,12.4,100.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-12-08,47.38,7.38,123,26,30,0.0,5,0,0.0,45.165,162.0,0.0,46.13,2.22,-39.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-12-15,43.519999999999996,3.52,45,23,33,0.0,5,0,0.0,45.165,162.0,0.0,45.96,-1.65,-117.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-12-22,41.64,2.01,109,22,30,0.0,5,0,0.0,45.165,162.0,0.0,47.52,-3.52,-53.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2025-12-29,46.260000000000005,6.26,105,18,25,0.0,5,0,0.0,45.165,162.0,0.0,44.7,1.1,-57.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2026-01-05,45.44,5.44,197,15,36,0.0,5,0,0.0,45.165,162.0,0.0,44.22,0.27,35.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2026-01-12,46.12,6.12,158,26,31,0.0,5,0,0.0,45.165,162.0,0.0,44.86,0.95,-4.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2026-01-19,54.46,14.46,260,17,19,0.0,5,0,1.0,45.165,162.0,0.0,48.07,9.3,98.0,0.0
ENG_0059,Employee_0059,Platform,Senior,2026-01-26,43.57,3.61,163,22,17,0.0,5,0,0.0,45.165,162.0,0.0,47.4,-1.59,1.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-06-30,29.65,0.0,206,9,24,0.0,4,0,0.0,39.525,228.0,0.0,29.65,-9.88,-22.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-07-07,37.44,0.0,168,13,19,0.0,5,0,0.0,39.525,228.0,0.0,33.54,-2.09,-60.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-07-14,39.37,0.74,250,20,30,0.0,5,0,0.0,39.525,228.0,0.0,35.49,-0.16,22.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-07-21,37.94,0.07,191,17,17,0.0,5,0,0.0,39.525,228.0,0.0,36.1,-1.59,-37.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-07-28,47.24,7.24,359,15,28,0.0,5,0,1.0,39.525,228.0,0.0,40.5,7.72,131.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-08-04,49.18,9.18,346,22,27,0.0,5,0,1.0,39.525,228.0,0.0,43.43,9.66,118.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-08-11,47.300000000000004,7.3,346,17,29,0.0,5,0,1.0,39.525,228.0,0.0,45.42,7.78,118.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-08-18,39.68,0.96,170,11,32,0.0,5,0,0.0,39.525,228.0,0.0,45.85,0.16,-58.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-08-25,48.25,8.25,381,10,20,0.0,5,0,1.0,39.525,228.0,0.0,46.1,8.73,153.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-09-01,39.980000000000004,0.53,248,16,33,0.0,5,0,0.0,39.525,228.0,0.0,43.8,0.46,20.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-09-08,46.12,6.12,351,18,19,0.0,5,0,1.0,39.525,228.0,0.0,43.51,6.59,123.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-09-15,38.510000000000005,0.37,174,11,25,0.0,5,0,0.0,39.525,228.0,0.0,43.22,-1.01,-54.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-09-22,29.75,0.0,143,15,17,1.0,4,0,0.0,39.525,228.0,0.0,38.59,-9.77,-85.0,1.0
ENG_0060,Employee_0060,Mobile,Mid,2025-09-29,48.230000000000004,8.23,349,19,24,0.0,5,0,1.0,39.525,228.0,0.0,40.65,8.71,121.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-10-06,38.92,0.63,264,21,23,0.0,5,0,0.0,39.525,228.0,0.0,38.85,-0.6,36.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-10-13,38.71,0.34,183,18,20,0.0,5,0,0.0,39.525,228.0,0.0,38.9,-0.81,-45.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-10-20,35.87,0.0,246,19,23,0.0,5,0,0.0,39.525,228.0,0.0,40.43,-3.66,18.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-10-27,37.21,0.36,185,14,10,0.0,5,0,0.0,39.525,228.0,0.0,37.68,-2.31,-43.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-11-03,40.349999999999994,0.84,195,11,23,0.0,5,0,0.0,39.525,228.0,0.0,38.03,0.82,-33.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-11-10,38.8,0.66,218,16,29,0.0,5,0,0.0,39.525,228.0,0.0,38.06,-0.73,-10.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-11-17,22.04,0.0,92,6,13,2.0,3,0,0.0,39.525,228.0,0.0,34.6,-17.48,-136.0,2.0
ENG_0060,Employee_0060,Mobile,Mid,2025-11-24,37.7,0.0,227,18,35,0.0,5,0,0.0,39.525,228.0,0.0,34.72,-1.82,-1.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-12-01,50.54,10.54,357,18,29,0.0,5,0,1.0,39.525,228.0,0.0,37.27,11.02,129.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-12-08,39.33,1.67,223,9,26,0.0,5,0,0.0,39.525,228.0,0.0,37.4,-0.2,-5.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-12-15,48.07,8.07,324,25,24,0.0,5,0,1.0,39.525,228.0,0.0,43.91,8.55,96.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-12-22,48.99,8.99,358,17,25,0.0,5,0,1.0,39.525,228.0,0.0,46.73,9.47,130.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2025-12-29,30.89,0.21,150,8,21,1.0,4,0,0.0,39.525,228.0,0.0,41.82,-8.63,-78.0,1.0
ENG_0060,Employee_0060,Mobile,Mid,2026-01-05,37.3,0.33,159,8,23,0.0,5,0,0.0,39.525,228.0,0.0,41.31,-2.23,-69.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2026-01-12,39.16,0.7,258,13,29,0.0,5,0,0.0,39.525,228.0,0.0,39.08,-0.37,30.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2026-01-19,36.08,0.07,164,14,23,0.0,5,0,0.0,39.525,228.0,0.0,35.86,-3.44,-64.0,0.0
ENG_0060,Employee_0060,Mobile,Mid,2026-01-26,31.94,0.63,79,14,24,1.0,4,0,0.0,39.525,228.0,0.0,36.12,-7.58,-149.0,1.0
ENG_0061,Employee_0061,Platform,Mid,2025-06-30,46.39,14.39,216,13,16,0.0,4,0,1.0,46.385000000000005,169.5,0.0,46.39,0.0,46.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-07-07,46.38,6.38,115,17,26,0.0,5,0,0.0,46.385000000000005,169.5,0.0,46.39,-0.01,-54.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-07-14,57.33,17.33,216,22,21,0.0,5,0,1.0,46.385000000000005,169.5,0.0,50.03,10.94,46.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-07-21,8.59,0.59,0,6,7,4.0,1,0,0.0,46.385000000000005,169.5,0.0,39.67,-37.8,-169.5,4.0
ENG_0061,Employee_0061,Platform,Mid,2025-07-28,44.92,4.92,89,18,20,0.0,5,0,0.0,46.385000000000005,169.5,0.0,39.3,-1.47,-80.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-08-04,45.95,5.95,123,24,36,0.0,5,0,0.0,46.385000000000005,169.5,0.0,39.2,-0.44,-46.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-08-11,59.3,19.3,276,15,29,0.0,5,0,1.0,46.385000000000005,169.5,0.0,39.69,12.91,106.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-08-18,62.67,17.16,273,18,32,0.0,6,1,1.0,46.385000000000005,169.5,0.0,53.21,16.28,103.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-08-25,46.09,6.09,101,15,20,0.0,5,0,0.0,46.385000000000005,169.5,0.0,53.5,-0.3,-68.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-09-01,44.239999999999995,4.29,85,18,18,0.0,5,0,0.0,46.385000000000005,169.5,0.0,53.08,-2.15,-84.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-09-08,35.94,3.94,143,18,26,1.0,4,0,0.0,46.385000000000005,169.5,0.0,47.24,-10.45,-26.5,1.0
ENG_0061,Employee_0061,Platform,Mid,2025-09-15,46.95,6.95,154,18,31,0.0,5,0,0.0,46.385000000000005,169.5,0.0,43.3,0.56,-15.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-09-22,48.86,8.86,192,9,31,0.0,5,0,0.0,46.385000000000005,169.5,0.0,44.0,2.47,22.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-09-29,37.23,5.23,52,16,32,1.0,4,0,0.0,46.385000000000005,169.5,0.0,42.24,-9.16,-117.5,1.0
ENG_0061,Employee_0061,Platform,Mid,2025-10-06,37.04,5.04,69,9,20,1.0,4,0,0.0,46.385000000000005,169.5,0.0,42.52,-9.35,-100.5,1.0
ENG_0061,Employee_0061,Platform,Mid,2025-10-13,37.38,5.38,127,17,14,1.0,4,0,0.0,46.385000000000005,169.5,0.0,40.13,-9.01,-42.5,1.0
ENG_0061,Employee_0061,Platform,Mid,2025-10-20,57.519999999999996,17.52,247,21,15,0.0,5,0,1.0,46.385000000000005,169.5,0.0,42.29,11.13,77.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-10-27,55.29,15.29,265,14,29,0.0,5,0,1.0,46.385000000000005,169.5,0.0,46.81,8.9,95.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-11-03,45.65,5.65,122,13,32,0.0,5,0,0.0,46.385000000000005,169.5,0.0,48.96,-0.74,-47.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-11-10,56.81,16.81,263,20,32,0.0,5,0,1.0,46.385000000000005,169.5,0.0,53.82,10.42,93.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-11-17,46.83,6.83,169,9,17,0.0,5,0,0.0,46.385000000000005,169.5,0.0,51.14,0.44,-0.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-11-24,35.21,3.21,100,16,19,1.0,4,0,0.0,46.385000000000005,169.5,0.0,46.12,-11.18,-69.5,1.0
ENG_0061,Employee_0061,Platform,Mid,2025-12-01,46.4,14.4,242,13,25,1.0,4,0,1.0,46.385000000000005,169.5,0.0,46.31,0.01,72.5,1.0
ENG_0061,Employee_0061,Platform,Mid,2025-12-08,47.730000000000004,7.73,186,19,30,0.0,5,0,0.0,46.385000000000005,169.5,0.0,44.04,1.34,16.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-12-15,43.96,3.96,115,17,31,0.0,5,0,0.0,46.385000000000005,169.5,0.0,43.32,-2.43,-54.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-12-22,47.78,7.78,112,14,30,0.0,5,0,0.0,46.385000000000005,169.5,0.0,46.47,1.39,-57.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2025-12-29,45.96,5.96,84,8,35,0.0,5,0,0.0,46.385000000000005,169.5,0.0,46.36,-0.43,-85.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2026-01-05,47.14,7.14,121,13,23,0.0,5,0,0.0,46.385000000000005,169.5,0.0,46.21,0.75,-48.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2026-01-12,46.120000000000005,6.12,98,13,24,0.0,5,0,0.0,46.385000000000005,169.5,0.0,46.75,-0.27,-71.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2026-01-19,56.47,16.47,273,15,15,0.0,5,0,1.0,46.385000000000005,169.5,0.0,48.92,10.08,103.5,0.0
ENG_0061,Employee_0061,Platform,Mid,2026-01-26,42.87,2.89,115,16,31,0.0,5,0,0.0,46.385000000000005,169.5,0.0,48.15,-3.52,-54.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-06-30,34.61,2.61,334,13,21,0.0,4,0,0.0,42.84,383.5,0.0,34.61,-8.23,-49.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-07-07,54.849999999999994,14.85,670,13,26,0.0,5,0,1.0,42.84,383.5,0.0,44.73,12.01,286.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-07-14,44.12,4.12,438,10,23,0.0,5,0,0.0,42.84,383.5,0.0,44.53,1.28,54.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-07-21,43.27,11.27,518,9,21,1.0,4,0,1.0,42.84,383.5,0.0,44.21,0.43,134.5,1.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-07-28,42.9,3.42,376,6,20,0.0,5,0,0.0,42.84,383.5,0.0,46.28,0.06,-7.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-08-04,42.45,2.45,357,9,19,0.0,5,0,0.0,42.84,383.5,0.0,43.18,-0.39,-26.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-08-11,42.78,2.78,391,8,24,0.0,5,0,0.0,42.84,383.5,0.0,42.85,-0.06,7.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-08-18,35.0,3.0,277,4,21,1.0,4,0,0.0,42.84,383.5,0.0,40.78,-7.84,-106.5,1.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-08-25,53.93,13.93,610,14,24,0.0,5,0,1.0,42.84,383.5,0.0,43.54,11.09,226.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-09-01,33.72,2.05,375,6,17,1.0,4,0,0.0,42.84,383.5,0.0,41.36,-9.12,-8.5,1.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-09-08,42.91,2.91,330,15,24,0.0,5,0,0.0,42.84,383.5,0.0,41.39,0.07,-53.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-09-15,42.3,2.99,402,13,23,0.0,5,0,0.0,42.84,383.5,0.0,43.22,-0.54,18.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-09-22,53.06,13.06,625,10,20,0.0,5,0,1.0,42.84,383.5,0.0,43.0,10.22,241.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-09-29,43.339999999999996,3.34,433,12,33,0.0,5,0,0.0,42.84,383.5,0.0,45.4,0.5,49.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-10-06,53.15,13.15,579,8,23,0.0,5,0,1.0,42.84,383.5,0.0,47.96,10.31,195.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-10-13,43.66,3.82,353,6,17,0.0,5,0,0.0,42.84,383.5,0.0,48.3,0.82,-30.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-10-20,27.68,3.68,226,4,15,2.0,3,0,0.0,42.84,383.5,0.0,41.96,-15.16,-157.5,2.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-10-27,53.0,13.0,618,7,17,0.0,5,0,1.0,42.84,383.5,0.0,44.37,10.16,234.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-11-03,45.31,5.31,420,15,15,0.0,5,0,0.0,42.84,383.5,0.0,42.41,2.47,36.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-11-10,41.64,9.64,507,7,28,1.0,4,0,1.0,42.84,383.5,0.0,41.91,-1.2,123.5,1.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-11-17,42.07,2.07,345,12,23,0.0,5,0,0.0,42.84,383.5,0.0,45.5,-0.77,-38.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-11-24,25.009999999999998,1.49,233,7,9,2.0,3,0,0.0,42.84,383.5,0.0,38.51,-17.83,-150.5,2.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-12-01,42.46,2.83,427,10,27,0.0,5,0,0.0,42.84,383.5,0.0,37.8,-0.38,43.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-12-08,56.18,16.18,658,13,13,0.0,5,0,1.0,42.84,383.5,0.0,41.43,13.34,274.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-12-15,40.230000000000004,1.55,322,13,21,0.0,5,0,0.0,42.84,383.5,0.0,40.97,-2.61,-61.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-12-22,51.03,11.03,547,12,18,0.0,5,0,1.0,42.84,383.5,0.0,47.48,8.19,163.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2025-12-29,43.010000000000005,3.07,413,9,23,0.0,5,0,0.0,42.84,383.5,0.0,47.61,0.17,29.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2026-01-05,40.510000000000005,1.39,435,8,25,0.0,5,0,0.0,42.84,383.5,0.0,43.7,-2.33,51.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2026-01-12,43.43,3.43,402,8,28,0.0,5,0,0.0,42.84,383.5,0.0,44.5,0.59,18.5,0.0
ENG_0062,Employee_0062,QA Automation,Junior,2026-01-19,33.41,1.55,284,8,15,1.0,4,0,0.0,42.84,383.5,0.0,40.09,-9.43,-99.5,1.0
ENG_0062,Employee_0062,QA Automation,Junior,2026-01-26,43.46,3.46,415,7,26,0.0,5,0,0.0,42.84,383.5,0.0,40.2,0.62,31.5,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-06-30,29.259999999999998,0.0,127,7,18,0.0,4,0,0.0,37.120000000000005,167.0,0.0,29.26,-7.86,-40.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-07-07,29.18,0.0,89,10,24,1.0,4,0,0.0,37.120000000000005,167.0,0.0,29.22,-7.94,-78.0,1.0
ENG_0063,Employee_0063,Mobile,Junior,2025-07-14,36.6,0.12,147,13,25,0.0,5,0,0.0,37.120000000000005,167.0,0.0,31.68,-0.52,-20.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-07-21,37.64,0.0,180,9,21,0.0,5,0,0.0,37.120000000000005,167.0,0.0,33.17,0.52,13.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-07-28,46.73,6.73,293,15,20,0.0,5,0,1.0,37.120000000000005,167.0,0.0,37.54,9.61,126.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-08-04,46.59,6.59,277,11,33,0.0,5,0,1.0,37.120000000000005,167.0,0.0,41.89,9.47,110.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-08-11,45.84,5.84,247,16,22,0.0,5,0,1.0,37.120000000000005,167.0,0.0,44.2,8.72,80.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-08-18,30.330000000000002,0.0,154,11,19,1.0,4,0,0.0,37.120000000000005,167.0,0.0,42.37,-6.79,-13.0,1.0
ENG_0063,Employee_0063,Mobile,Junior,2025-08-25,46.83,6.83,289,7,24,0.0,5,0,1.0,37.120000000000005,167.0,0.0,42.4,9.71,122.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-09-01,38.230000000000004,0.09,215,14,18,0.0,5,0,0.0,37.120000000000005,167.0,0.0,40.31,1.11,48.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-09-08,46.11,6.11,275,11,23,0.0,5,0,1.0,37.120000000000005,167.0,0.0,40.38,8.99,108.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-09-15,29.17,0.0,147,6,26,1.0,4,0,0.0,37.120000000000005,167.0,0.0,40.08,-7.95,-20.0,1.0
ENG_0063,Employee_0063,Mobile,Junior,2025-09-22,30.44,0.41,120,6,13,1.0,4,0,0.0,37.120000000000005,167.0,0.0,35.99,-6.68,-47.0,1.0
ENG_0063,Employee_0063,Mobile,Junior,2025-09-29,46.28,6.28,303,16,27,0.0,5,0,1.0,37.120000000000005,167.0,0.0,38.0,9.16,136.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-10-06,27.72,0.0,174,8,16,1.0,4,0,0.0,37.120000000000005,167.0,0.0,33.4,-9.4,7.0,1.0
ENG_0063,Employee_0063,Mobile,Junior,2025-10-13,34.95,0.0,197,11,27,0.0,5,0,0.0,37.120000000000005,167.0,0.0,34.85,-2.17,30.0,0.0
ENG_0063,Employee_0063,Mobile,Junior,2025-10-20,28.11,0.0,182,11,21,1.0,4,0,0.0,37.120000000000005,167.0,0.0,34.26,-9.01,15.0,1.0
ENG_0063,Employee_0063,Mobile,Junior,2025-10-27,36.12,0.0,159,14,19,0.0,5,0,0.0,37.120000000000005,167.0,0.0,31.72,-1.0,-8.0,0.0
