employee_id,employee_name,team,role_level,week_start,total_hours_worked,overtime_hours_week,after_hours_min_week,meetings_count_week,tasks_completed_week,pto_days_week,days_worked_week,weekend_work_days,busy_period_share,workload_trend_4w,baseline_hours,baseline_after_hrs,baseline_pto,hours_vs_baseline,after_hrs_vs_baseline,pto_vs_baseline,burnout_score,burnout_category
ENG_0019,Employee_0019,Security Engineering,Mid,2025-12-15,33.29,1.42,111,13,16,1.0,4,0,0.0,33.89,40.825,146.0,0.0,-7.54,-35.0,1.0,2.5,Low
ENG_0019,Employee_0019,Security Engineering,Mid,2025-12-22,32.14,0.96,135,19,17,1.0,4,0,0.0,33.96,40.825,146.0,0.0,-8.69,-11.0,1.0,1.7,Low
ENG_0019,Employee_0019,Security Engineering,Mid,2025-12-29,51.69,11.69,267,17,18,0.0,5,0,1.0,39.24,40.825,146.0,0.0,10.86,121.0,0.0,30.5,Low
ENG_0019,Employee_0019,Security Engineering,Mid,2026-01-05,38.54,0.2,112,10,23,0.0,5,0,0.0,38.92,40.825,146.0,0.0,-2.29,-34.0,0.0,0.4,Low
ENG_0019,Employee_0019,Security Engineering,Mid,2026-01-12,37.53,0.0,184,18,27,0.0,5,0,0.0,39.98,40.825,146.0,0.0,-3.3,38.0,0.0,3.2,Low
ENG_0019,Employee_0019,Security Engineering,Mid,2026-01-19,31.97,1.11,113,12,17,1.0,4,0,0.0,39.93,40.825,146.0,0.0,-8.86,-33.0,1.0,1.9,Low
ENG_0019,Employee_0019,Security Engineering,Mid,2026-01-26,39.08,0.11,120,15,21,0.0,5,0,0.0,36.78,40.825,146.0,0.0,-1.75,-26.0,0.0,0.2,Low
ENG_0020,Employee_0020,Platform,Mid,2025-06-30,43.25,11.25,196,18,21,0.0,4,0,1.0,43.25,44.395,182.5,0.0,-1.14,13.5,0.0,20.8,Low
ENG_0020,Employee_0020,Platform,Mid,2025-07-07,34.38,2.38,94,14,21,1.0,4,0,0.0,38.82,44.395,182.5,0.0,-10.01,-88.5,1.0,4.2,Low
ENG_0020,Employee_0020,Platform,Mid,2025-07-14,54.61,14.61,316,24,15,0.0,5,0,1.0,44.08,44.395,182.5,0.0,10.22,133.5,0.0,36.7,Moderate
ENG_0020,Employee_0020,Platform,Mid,2025-07-21,36.61,4.61,165,10,13,1.0,4,0,0.0,42.21,44.395,182.5,0.0,-7.78,-17.5,1.0,8.1,Low
ENG_0020,Employee_0020,Platform,Mid,2025-07-28,35.58,3.58,163,12,17,1.0,4,0,0.0,40.3,44.395,182.5,0.0,-8.81,-19.5,1.0,6.3,Low
ENG_0020,Employee_0020,Platform,Mid,2025-08-04,45.54,5.54,169,15,17,0.0,5,0,0.0,43.08,44.395,182.5,0.0,1.15,-13.5,0.0,9.7,Low
ENG_0020,Employee_0020,Platform,Mid,2025-08-11,56.2,16.2,366,24,21,0.0,5,0,1.0,43.48,44.395,182.5,0.0,11.81,183.5,0.0,43.6,Moderate
ENG_0020,Employee_0020,Platform,Mid,2025-08-18,55.52,15.52,365,18,26,0.0,5,0,1.0,48.21,44.395,182.5,0.0,11.12,182.5,0.0,46.2,Moderate
ENG_0020,Employee_0020,Platform,Mid,2025-08-25,44.2,4.2,142,22,17,0.0,5,0,0.0,50.36,44.395,182.5,0.0,-0.19,-40.5,0.0,13.3,Low
ENG_0020,Employee_0020,Platform,Mid,2025-09-01,43.33,3.33,185,14,30,0.0,5,0,0.0,49.81,44.395,182.5,0.0,-1.06,2.5,0.0,11.5,Low
ENG_0020,Employee_0020,Platform,Mid,2025-09-08,43.48,3.73,186,13,17,0.0,5,0,0.0,46.63,44.395,182.5,0.0,-0.91,3.5,0.0,9.1,Low
ENG_0020,Employee_0020,Platform,Mid,2025-09-15,42.98,3.24,135,13,28,0.0,5,0,0.0,43.5,44.395,182.5,0.0,-1.41,-47.5,0.0,5.7,Low
ENG_0020,Employee_0020,Platform,Mid,2025-09-22,34.82,2.82,89,11,21,1.0,4,0,0.0,41.15,44.395,182.5,0.0,-9.57,-93.5,1.0,4.9,Low
ENG_0020,Employee_0020,Platform,Mid,2025-09-29,44.11,4.11,131,19,23,0.0,5,0,0.0,41.35,44.395,182.5,0.0,-0.28,-51.5,0.0,7.2,Low
ENG_0020,Employee_0020,Platform,Mid,2025-10-06,43.04,3.04,94,17,28,0.0,5,0,0.0,41.24,44.395,182.5,0.0,-1.35,-88.5,0.0,5.3,Low
ENG_0020,Employee_0020,Platform,Mid,2025-10-13,36.81,4.81,153,13,18,1.0,4,0,0.0,39.7,44.395,182.5,0.0,-7.58,-29.5,1.0,8.4,Low
ENG_0020,Employee_0020,Platform,Mid,2025-10-20,55.54,15.54,300,13,37,0.0,5,0,1.0,44.88,44.395,182.5,0.0,11.15,117.5,0.0,37.5,Moderate
ENG_0020,Employee_0020,Platform,Mid,2025-10-27,55.38,15.38,341,19,19,0.0,5,0,1.0,47.69,44.395,182.5,0.0,10.99,158.5,0.0,43.4,Moderate
ENG_0020,Employee_0020,Platform,Mid,2025-11-03,43.93,3.93,191,22,28,0.0,5,0,0.0,47.92,44.395,182.5,0.0,-0.46,8.5,0.0,11.1,Low
ENG_0020,Employee_0020,Platform,Mid,2025-11-10,63.66,16.58,294,23,20,0.0,6,1,1.0,54.63,44.395,182.5,0.0,19.26,111.5,0.0,48.5,Moderate
ENG_0020,Employee_0020,Platform,Mid,2025-11-17,36.22,4.22,100,12,11,1.0,4,0,0.0,49.8,44.395,182.5,0.0,-8.17,-82.5,1.0,12.8,Low
ENG_0020,Employee_0020,Platform,Mid,2025-11-24,44.29,4.29,193,13,24,0.0,5,0,0.0,47.02,44.395,182.5,0.0,-0.1,10.5,0.0,11.0,Low
ENG_0020,Employee_0020,Platform,Mid,2025-12-01,56.16,16.16,296,16,28,0.0,5,0,1.0,50.08,44.395,182.5,0.0,11.76,113.5,0.0,43.4,Moderate
ENG_0020,Employee_0020,Platform,Mid,2025-12-08,43.96,4.03,225,19,25,0.0,5,0,0.0,45.16,44.395,182.5,0.0,-0.43,42.5,0.0,11.4,Low
ENG_0020,Employee_0020,Platform,Mid,2025-12-15,37.09,5.09,112,8,20,1.0,4,0,0.0,45.38,44.395,182.5,0.0,-7.3,-70.5,1.0,9.9,Low
ENG_0020,Employee_0020,Platform,Mid,2025-12-22,45.9,5.9,153,16,33,0.0,5,0,0.0,45.78,44.395,182.5,0.0,1.51,-29.5,0.0,11.7,Low
ENG_0020,Employee_0020,Platform,Mid,2025-12-29,35.49,3.49,140,12,23,1.0,4,0,0.0,40.61,44.395,182.5,0.0,-8.9,-42.5,1.0,6.1,Low
ENG_0020,Employee_0020,Platform,Mid,2026-01-05,43.83,3.83,129,11,22,0.0,5,0,0.0,40.58,44.395,182.5,0.0,-0.56,-53.5,0.0,6.7,Low
ENG_0020,Employee_0020,Platform,Mid,2026-01-12,44.15,4.15,203,13,28,0.0,5,0,0.0,42.34,44.395,182.5,0.0,-0.24,20.5,0.0,9.0,Low
ENG_0020,Employee_0020,Platform,Mid,2026-01-19,54.75,14.75,260,11,18,0.0,5,0,1.0,44.56,44.395,182.5,0.0,10.36,77.5,0.0,32.4,Low
ENG_0020,Employee_0020,Platform,Mid,2026-01-26,43.61,3.72,126,11,17,0.0,5,0,0.0,46.58,44.395,182.5,0.0,-0.78,-56.5,0.0,8.7,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-06-30,24.63,1.0,14,15,20,1.0,3,0,0.0,24.63,41.05,123.5,0.0,-16.42,-109.5,1.0,1.7,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-07-07,25.17,1.17,54,17,12,2.0,3,0,0.0,24.9,41.05,123.5,0.0,-15.88,-69.5,2.0,2.0,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-07-14,52.18,12.18,293,25,23,0.0,5,0,1.0,33.99,41.05,123.5,0.0,11.13,169.5,0.0,35.4,Moderate
ENG_0021,Employee_0021,Data Engineering,Senior,2025-07-21,51.03,11.03,314,26,28,0.0,5,0,1.0,38.25,41.05,123.5,0.0,9.98,190.5,0.0,35.2,Moderate
ENG_0021,Employee_0021,Data Engineering,Senior,2025-07-28,31.91,0.89,95,17,18,1.0,4,0,0.0,40.07,41.05,123.5,0.0,-9.14,-28.5,1.0,1.6,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-08-04,42.2,2.23,115,15,28,0.0,5,0,0.0,44.33,41.05,123.5,0.0,1.15,-8.5,0.0,7.2,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-08-11,39.9,0.6,132,17,33,0.0,5,0,0.0,41.26,41.05,123.5,0.0,-1.15,8.5,0.0,2.0,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-08-18,42.85,3.01,189,10,24,0.0,5,0,0.0,39.21,41.05,123.5,0.0,1.8,65.5,0.0,10.7,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-08-25,32.8,1.08,102,19,20,1.0,4,0,0.0,39.44,41.05,123.5,0.0,-8.25,-21.5,1.0,1.9,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-09-01,41.33,1.45,169,20,23,0.0,5,0,0.0,39.22,41.05,123.5,0.0,0.28,45.5,0.0,6.3,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-09-08,52.59,12.59,223,28,27,0.0,5,0,1.0,42.39,41.05,123.5,0.0,11.54,99.5,0.0,31.7,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-09-15,52.79,12.79,301,21,30,0.0,5,0,1.0,44.88,41.05,123.5,0.0,11.74,177.5,0.0,41.0,Moderate
ENG_0021,Employee_0021,Data Engineering,Senior,2025-09-22,51.95,11.95,356,17,21,0.0,5,0,1.0,49.66,41.05,123.5,0.0,10.9,232.5,0.0,48.9,Moderate
ENG_0021,Employee_0021,Data Engineering,Senior,2025-09-29,40.78,1.82,134,24,22,0.0,5,0,0.0,49.53,41.05,123.5,0.0,-0.27,10.5,0.0,12.5,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-10-06,33.88,1.92,58,14,25,1.0,4,0,0.0,44.85,41.05,123.5,0.0,-7.17,-65.5,1.0,7.2,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-10-13,42.65,2.92,202,21,20,0.0,5,0,0.0,42.32,41.05,123.5,0.0,1.6,78.5,0.0,12.9,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-10-20,41.52,1.52,141,27,35,0.0,5,0,0.0,39.71,41.05,123.5,0.0,0.47,17.5,0.0,4.1,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-10-27,41.81,2.18,121,16,24,0.0,5,0,0.0,39.97,41.05,123.5,0.0,0.76,-2.5,0.0,3.8,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-11-03,41.35,1.35,139,22,30,0.0,5,0,0.0,41.83,41.05,123.5,0.0,0.3,15.5,0.0,4.4,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-11-10,41.55,1.55,166,21,23,0.0,5,0,0.0,41.56,41.05,123.5,0.0,0.5,42.5,0.0,6.8,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-11-17,42.67,2.67,159,24,20,0.0,5,0,0.0,41.84,41.05,123.5,0.0,1.62,35.5,0.0,8.4,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-11-24,25.04,1.08,88,7,14,2.0,3,0,0.0,37.65,41.05,123.5,0.0,-16.01,-35.5,2.0,1.9,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-12-01,42.65,2.79,150,24,35,0.0,5,0,0.0,37.98,41.05,123.5,0.0,1.6,26.5,0.0,7.1,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-12-08,51.29,11.29,287,31,31,0.0,5,0,1.0,40.41,41.05,123.5,0.0,10.24,163.5,0.0,33.4,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-12-15,52.19,12.19,314,17,28,0.0,5,0,1.0,42.79,41.05,123.5,0.0,11.14,190.5,0.0,38.9,Moderate
ENG_0021,Employee_0021,Data Engineering,Senior,2025-12-22,41.63,1.95,93,21,20,0.0,5,0,0.0,46.94,41.05,123.5,0.0,0.58,-30.5,0.0,9.3,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2025-12-29,40.44,0.57,96,23,29,0.0,5,0,0.0,46.39,41.05,123.5,0.0,-0.61,-27.5,0.0,6.3,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2026-01-05,51.73,11.73,258,15,27,0.0,5,0,1.0,46.5,41.05,123.5,0.0,10.68,134.5,0.0,37.2,Moderate
ENG_0021,Employee_0021,Data Engineering,Senior,2026-01-12,44.21,4.21,129,10,27,0.0,5,0,0.0,44.5,41.05,123.5,0.0,3.16,5.5,0.0,11.3,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2026-01-19,40.77,1.43,50,17,26,0.0,5,0,0.0,44.29,41.05,123.5,0.0,-0.28,-73.5,0.0,5.7,Low
ENG_0021,Employee_0021,Data Engineering,Senior,2026-01-26,50.0,10.0,197,24,18,0.0,5,0,1.0,46.68,41.05,123.5,0.0,8.95,73.5,0.0,29.3,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-06-30,39.72,7.72,253,14,19,0.0,4,0,0.0,39.72,39.4,262.0,0.5,0.32,-9.0,-0.5,23.8,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-07-07,38.47,6.47,213,22,23,1.0,4,0,0.0,39.1,39.4,262.0,0.5,-0.93,-49.0,0.5,11.3,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-07-14,47.28,7.28,271,20,26,0.0,5,0,0.0,41.82,39.4,262.0,0.5,7.88,9.0,-0.5,25.9,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-07-21,38.18,6.18,253,20,14,1.0,4,0,0.0,40.91,39.4,262.0,0.5,-1.22,-9.0,0.5,12.3,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-07-28,60.71,20.71,537,33,28,0.0,5,0,1.0,46.16,39.4,262.0,0.5,21.31,275.0,-0.5,74.7,High
ENG_0022,Employee_0022,Mobile,Senior,2025-08-04,36.54,12.54,309,13,13,2.0,3,0,1.0,45.68,39.4,262.0,0.5,-2.86,47.0,1.5,32.1,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-08-11,58.53,18.53,505,36,24,0.0,5,0,1.0,48.49,39.4,262.0,0.5,19.13,243.0,-0.5,71.8,High
ENG_0022,Employee_0022,Mobile,Senior,2025-08-18,39.08,7.08,227,15,17,1.0,4,0,0.0,48.72,39.4,262.0,0.5,-0.32,-35.0,0.5,21.7,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-08-25,47.62,15.62,431,12,19,1.0,4,0,1.0,45.44,39.4,262.0,0.5,8.22,169.0,0.5,47.5,Moderate
ENG_0022,Employee_0022,Mobile,Senior,2025-09-01,39.45,7.45,270,15,30,1.0,4,0,0.0,46.17,39.4,262.0,0.5,0.05,8.0,0.5,20.5,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-09-08,61.99,21.99,521,26,19,0.0,5,0,1.0,47.04,39.4,262.0,0.5,22.59,259.0,-0.5,74.2,High
ENG_0022,Employee_0022,Mobile,Senior,2025-09-15,49.37,9.37,332,20,28,0.0,5,0,0.0,49.61,39.4,262.0,0.5,9.97,70.0,-0.5,42.4,Moderate
ENG_0022,Employee_0022,Mobile,Senior,2025-09-22,48.650000000000006,8.65,311,27,26,0.0,5,0,0.0,49.86,39.4,262.0,0.5,9.25,49.0,-0.5,39.7,Moderate
ENG_0022,Employee_0022,Mobile,Senior,2025-09-29,60.0,20.0,510,20,24,0.0,5,0,1.0,55.0,39.4,262.0,0.5,20.6,248.0,-0.5,81.3,Critical
ENG_0022,Employee_0022,Mobile,Senior,2025-10-06,37.83,5.83,265,9,30,1.0,4,0,0.0,48.96,39.4,262.0,0.5,-1.57,3.0,0.5,20.0,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-10-13,39.79,7.79,288,14,21,1.0,4,0,0.0,46.57,39.4,262.0,0.5,0.39,26.0,0.5,23.0,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-10-20,47.91,7.91,357,20,33,0.0,5,0,0.0,46.38,39.4,262.0,0.5,8.51,95.0,-0.5,38.7,Moderate
ENG_0022,Employee_0022,Mobile,Senior,2025-10-27,50.44,10.44,299,16,24,0.0,5,0,0.0,43.99,39.4,262.0,0.5,11.04,37.0,-0.5,35.9,Moderate
ENG_0022,Employee_0022,Mobile,Senior,2025-11-03,49.08,9.08,364,14,24,0.0,5,0,0.0,46.8,39.4,262.0,0.5,9.68,102.0,-0.5,41.8,Moderate
ENG_0022,Employee_0022,Mobile,Senior,2025-11-10,37.900000000000006,5.9,249,15,15,1.0,4,0,0.0,46.33,39.4,262.0,0.5,-1.5,-13.0,0.5,17.3,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-11-17,37.55,5.55,274,24,20,1.0,4,0,0.0,43.74,39.4,262.0,0.5,-1.85,12.0,0.5,15.1,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-11-24,39.67,7.67,286,15,26,1.0,4,0,0.0,41.05,39.4,262.0,0.5,0.27,24.0,0.5,17.1,Low
ENG_0022,Employee_0022,Mobile,Senior,2025-12-01,60.35,20.35,483,17,28,0.0,5,0,1.0,43.87,39.4,262.0,0.5,20.95,221.0,-0.5,67.9,High
ENG_0022,Employee_0022,Mobile,Senior,2025-12-08,48.64,8.64,327,20,26,0.0,5,0,0.0,46.55,39.4,262.0,0.5,9.24,65.0,-0.5,37.7,Moderate
ENG_0022,Employee_0022,Mobile,Senior,2025-12-15,58.34,18.34,513,33,26,0.0,5,0,1.0,51.75,39.4,262.0,0.5,18.94,251.0,-0.5,75.4,High
ENG_0022,Employee_0022,Mobile,Senior,2025-12-22,58.96,18.96,481,28,21,0.0,5,0,1.0,56.57,39.4,262.0,0.5,19.56,219.0,-0.5,78.6,High
ENG_0022,Employee_0022,Mobile,Senior,2025-12-29,37.53,5.53,282,11,16,1.0,4,0,0.0,50.87,39.4,262.0,0.5,-1.87,20.0,0.5,22.8,Low
ENG_0022,Employee_0022,Mobile,Senior,2026-01-05,48.09,8.09,317,19,37,0.0,5,0,0.0,50.73,39.4,262.0,0.5,8.69,55.0,-0.5,40.1,Moderate
ENG_0022,Employee_0022,Mobile,Senior,2026-01-12,38.48,6.48,274,14,24,1.0,4,0,0.0,45.76,39.4,262.0,0.5,-0.92,12.0,0.5,18.7,Low
ENG_0022,Employee_0022,Mobile,Senior,2026-01-19,48.55,8.55,312,16,18,0.0,5,0,0.0,43.16,39.4,262.0,0.5,9.15,50.0,-0.5,32.9,Low
ENG_0022,Employee_0022,Mobile,Senior,2026-01-26,49.25,9.25,337,20,28,0.0,5,0,0.0,46.09,39.4,262.0,0.5,9.85,75.0,-0.5,39.1,Moderate
ENG_0023,Employee_0023,Frontend,Senior,2025-06-30,42.88,10.88,429,11,28,0.0,4,0,1.0,42.88,41.585,263.0,0.0,1.3,166.0,0.0,34.2,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-07-07,51.88,11.88,452,25,29,0.0,5,0,1.0,47.38,41.585,263.0,0.0,10.29,189.0,0.0,42.3,Moderate
ENG_0023,Employee_0023,Frontend,Senior,2025-07-14,53.47,13.47,455,38,20,0.0,5,0,1.0,49.41,41.585,263.0,0.0,11.88,192.0,0.0,47.4,Moderate
ENG_0023,Employee_0023,Frontend,Senior,2025-07-21,32.16,0.42,155,20,25,1.0,4,0,0.0,45.1,41.585,263.0,0.0,-9.43,-108.0,1.0,4.3,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-07-28,41.7,2.1,312,17,30,0.0,5,0,0.0,44.8,41.585,263.0,0.0,0.12,49.0,0.0,11.0,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-08-04,40.93,1.18,208,18,31,0.0,5,0,0.0,42.06,41.585,263.0,0.0,-0.66,-55.0,0.0,2.5,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-08-11,41.47,1.69,214,24,28,0.0,5,0,0.0,39.06,41.585,263.0,0.0,-0.12,-49.0,0.0,3.0,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-08-18,32.05,0.73,203,13,20,1.0,4,0,0.0,39.04,41.585,263.0,0.0,-9.54,-60.0,1.0,1.3,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-08-25,42.89,3.0,261,23,32,0.0,5,0,0.0,39.33,41.585,263.0,0.0,1.3,-2.0,0.0,5.2,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-09-01,31.39,0.18,192,16,21,1.0,4,0,0.0,36.95,41.585,263.0,0.0,-10.2,-71.0,1.0,0.3,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-09-08,32.95,1.46,229,18,24,1.0,4,0,0.0,34.82,41.585,263.0,0.0,-8.63,-34.0,1.0,2.6,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-09-15,32.5,0.87,237,15,17,1.0,4,0,0.0,34.93,41.585,263.0,0.0,-9.09,-26.0,1.0,1.5,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-09-22,42.77,2.77,255,21,35,0.0,5,0,0.0,34.9,41.585,263.0,0.0,1.18,-8.0,0.0,4.8,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-09-29,52.82,12.82,456,30,21,0.0,5,0,1.0,40.26,41.585,263.0,0.0,11.24,193.0,0.0,38.5,Moderate
ENG_0023,Employee_0023,Frontend,Senior,2025-10-06,32.62,1.06,195,21,26,1.0,4,0,0.0,40.18,41.585,263.0,0.0,-8.97,-68.0,1.0,1.9,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-10-13,40.67,0.68,222,21,28,0.0,5,0,0.0,42.22,41.585,263.0,0.0,-0.91,-41.0,0.0,1.8,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-10-20,33.44,2.01,184,12,21,1.0,4,0,0.0,39.89,41.585,263.0,0.0,-8.15,-79.0,1.0,3.5,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-10-27,52.26,12.26,397,29,29,0.0,5,0,1.0,39.75,41.585,263.0,0.0,10.67,134.0,0.0,32.6,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-11-03,52.86,12.86,418,20,22,0.0,5,0,1.0,44.81,41.585,263.0,0.0,11.27,155.0,0.0,38.6,Moderate
ENG_0023,Employee_0023,Frontend,Senior,2025-11-10,42.89,2.89,236,24,22,0.0,5,0,0.0,45.36,41.585,263.0,0.0,1.3,-27.0,0.0,8.8,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-11-17,24.83,0.83,170,10,18,2.0,3,0,0.0,43.21,41.585,263.0,0.0,-16.76,-93.0,2.0,3.1,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-11-24,53.510000000000005,13.51,398,27,34,0.0,5,0,1.0,43.52,41.585,263.0,0.0,11.93,135.0,0.0,36.8,Moderate
ENG_0023,Employee_0023,Frontend,Senior,2025-12-01,42.11,2.16,256,14,25,0.0,5,0,0.0,40.84,41.585,263.0,0.0,0.52,-7.0,0.0,3.8,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-12-08,53.05,13.05,440,19,37,0.0,5,0,1.0,43.38,41.585,263.0,0.0,11.46,177.0,0.0,39.4,Moderate
ENG_0023,Employee_0023,Frontend,Senior,2025-12-15,34.12,2.12,252,17,18,1.0,4,0,0.0,45.7,41.585,263.0,0.0,-7.47,-11.0,1.0,7.8,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-12-22,40.78,1.15,221,29,28,0.0,5,0,0.0,42.52,41.585,263.0,0.0,-0.8,-42.0,0.0,2.9,Low
ENG_0023,Employee_0023,Frontend,Senior,2025-12-29,42.37,2.4,202,23,29,0.0,5,0,0.0,42.58,41.585,263.0,0.0,0.78,-61.0,0.0,5.2,Low
ENG_0023,Employee_0023,Frontend,Senior,2026-01-05,24.81,0.98,145,12,22,2.0,3,0,0.0,35.52,41.585,263.0,0.0,-16.77,-118.0,2.0,1.7,Low
ENG_0023,Employee_0023,Frontend,Senior,2026-01-12,53.02,13.02,437,24,27,0.0,5,0,1.0,40.24,41.585,263.0,0.0,11.43,174.0,0.0,37.3,Moderate
ENG_0023,Employee_0023,Frontend,Senior,2026-01-19,34.57,2.57,237,16,17,1.0,4,0,0.0,38.69,41.585,263.0,0.0,-7.02,-26.0,1.0,4.5,Low
ENG_0023,Employee_0023,Frontend,Senior,2026-01-26,41.79,1.99,217,25,35,0.0,5,0,0.0,38.55,41.585,263.0,0.0,0.2,-46.0,0.0,3.5,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-06-30,37.68,5.68,102,13,26,0.0,4,0,0.0,37.68,46.32,136.5,0.0,-8.64,-34.5,0.0,9.9,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-07-07,47.98,7.98,137,21,22,0.0,5,0,0.0,42.83,46.32,136.5,0.0,1.66,0.5,0.0,14.0,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-07-14,58.41,18.41,245,27,23,0.0,5,0,1.0,48.02,46.32,136.5,0.0,12.09,108.5,0.0,43.0,Moderate
ENG_0024,Employee_0024,Security Engineering,Staff,2025-07-21,27.79,3.79,41,12,23,2.0,3,0,0.0,42.96,46.32,136.5,0.0,-18.53,-95.5,2.0,6.6,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-07-28,46.25,6.25,136,25,35,0.0,5,0,0.0,45.11,46.32,136.5,0.0,-0.07,-0.5,0.0,10.9,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-08-04,46.39,6.39,137,30,29,0.0,5,0,0.0,44.71,46.32,136.5,0.0,0.07,0.5,0.0,11.2,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-08-11,57.01,17.01,258,28,33,0.0,5,0,1.0,44.36,46.32,136.5,0.0,10.69,121.5,0.0,39.9,Moderate
ENG_0024,Employee_0024,Security Engineering,Staff,2025-08-18,44.18,4.18,85,15,25,0.0,5,0,0.0,48.46,46.32,136.5,0.0,-2.14,-51.5,0.0,9.5,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-08-25,26.08,2.08,49,17,21,2.0,3,0,0.0,43.41,46.32,136.5,0.0,-20.24,-87.5,2.0,3.6,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-09-01,58.870000000000005,18.87,284,29,34,0.0,5,0,1.0,46.54,46.32,136.5,0.0,12.55,147.5,0.0,45.5,Moderate
ENG_0024,Employee_0024,Security Engineering,Staff,2025-09-08,35.92,3.92,121,16,18,1.0,4,0,0.0,41.26,46.32,136.5,0.0,-10.4,-15.5,1.0,6.9,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-09-15,56.16,16.16,322,28,19,0.0,5,0,1.0,44.26,46.32,136.5,0.0,9.84,185.5,0.0,43.7,Moderate
ENG_0024,Employee_0024,Security Engineering,Staff,2025-09-22,49.2,9.2,170,18,22,0.0,5,0,0.0,50.04,46.32,136.5,0.0,2.88,33.5,0.0,22.6,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-09-29,47.620000000000005,7.62,159,23,28,0.0,5,0,0.0,47.22,46.32,136.5,0.0,1.3,22.5,0.0,16.1,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-10-06,26.78,2.78,46,11,24,2.0,3,0,0.0,44.94,46.32,136.5,0.0,-19.54,-90.5,2.0,4.9,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-10-13,47.38,7.38,63,21,29,0.0,5,0,0.0,42.74,46.32,136.5,0.0,1.06,-73.5,0.0,12.9,Low
ENG_0024,Employee_0024,Security Engineering,Staff,2025-10-20,37.5,5.5,103,18,28,1.0,4,0,0.0,39.82,46.32,136.5,0.0,-8.82,-33.5,1.0,9.6,Low
